sensor_temp,vibration_freq,pressure_psi,machine_failure
84.29953556,60.91727113,120.5986004,0
92.25418827,63.09674648,102.8581396,0
83.12298394,60.07190998,108.4969571,0
74.61265566,60.9510548,93.22584046,0
85.07350675,58.78296763,106.1553465,0
74.17159471,60.57619933,121.4085972,0
65.74737787,66.48970097,124.5026257,0
92.27122481,63.23041621,90.31005458,0
90.79061573,63.5062782,117.9418245,0
89.67090944,63.61535162,128.4511493,0
98.02928422,59.23095611,117.5563171,0
78.3496811,61.59413522,110.4931703,0
70.68885857,54.57413161,113.8175828,0
84.29970223,66.34403828,111.8885497,0
81.524997,46.08519784,110.4490416,0
76.57704283,59.56425804,122.6073529,0
84.20150847,65.70447989,154.6153234,1
78.88394854,53.18066033,108.8445012,0
66.63994717,61.99889959,115.2278605,0
80.58823309,56.59616777,119.2245309,0
73.63624833,58.15598367,109.6896835,0
87.31648072,64.7297048,136.4735371,0
78.43965242,60.99028463,84.4367194,0
96.11631474,49.82822066,112.0341124,0
101.0386607,55.1178723,132.274706,1
91.79381373,64.87667867,115.5885854,0
69.48973818,62.24471359,107.6874156,0
100.05196,68.74067786,126.6113513,1
100.7572045,68.41323797,133.5951485,1
85.18790511,58.28877435,123.1595317,0
98.2292616,72.51618903,107.9816946,1
79.48324862,60.12239835,126.8430498,0
66.33754065,55.18665733,113.9692605,0
77.39715561,56.83180067,131.1778032,0
102.2930087,48.71637447,142.2488833,1
70.08920076,68.03509504,80.91634866,0
84.99521282,67.97380995,121.6660121,0
85.34143893,54.92246281,93.96399095,0
79.87025756,58.86057856,156.6268288,1
80.564784,60.47803772,112.978132,0
85.72249134,55.19823474,131.1955986,0
79.37837658,51.22448984,119.4702471,0
70.77941503,58.94821198,107.9537313,0
87.15031943,58.39460285,106.1692043,0
95.73366582,58.0579438,143.7851876,1
93.69572519,61.11358031,134.3390709,0
76.90264533,67.14759829,149.1537613,1
72.48772085,58.4845364,120.8318,0
82.15812118,60.85221499,124.3187943,0
100.6779151,63.63435262,115.9921265,1
91.45598079,62.77071463,115.693767,0
92.03964677,56.92788238,104.371696,0
93.89856952,60.48188562,121.2601529,0
89.20766563,62.7376991,108.1613011,0
86.20608548,54.35824331,126.6286338,0
91.62306897,66.31769505,122.5501533,0
79.53833896,67.15794453,124.3152307,0
70.85536989,56.38609872,145.1269491,1
92.22996935,60.96835009,119.4342308,0
97.37738106,63.21139128,131.350905,0
73.81768061,57.27192922,150.772642,1
93.21921482,62.40806923,139.599256,0
101.8076571,60.81627813,137.2975455,1
84.97753798,52.66040911,115.3996768,0
76.81997815,62.29580658,123.4446458,0
86.23018674,54.49928792,100.2258556,0
79.49466032,64.69601426,127.483716,0
78.8326989,56.64394462,124.1169027,0
89.33184067,59.19357283,120.3507769,0
68.96270525,66.86139457,135.4079218,0
70.56071078,62.48190823,101.8833777,0
85.1929088,54.6026304,144.5229428,1
84.77691461,54.92541715,133.5264703,0
88.43554577,57.00348606,118.9404903,0
103.7522539,61.97322042,117.7690562,1
86.04514036,61.79149907,127.2091682,0
90.9817215,55.78448848,142.8127685,1
75.24467064,54.16395257,121.5241158,0
92.67937664,61.40791703,122.1604635,0
79.73609135,59.09069967,120.2717772,0
85.71420833,70.78607944,146.7303617,1
83.91151375,60.18301828,114.4667535,0
95.32974235,69.07126414,119.557386,0
71.90023446,54.14808201,141.9515348,1
62.16761365,52.1339353,122.2051625,0
82.86567303,54.39957434,137.0558829,0
89.68531257,65.94564891,106.3307991,0
86.52269376,68.78050795,116.9206122,0
97.32204237,56.08910273,142.2665106,1
89.37372674,57.69716985,109.8549043,0
79.36151668,54.15509545,117.7305144,0
61.74579846,50.94180076,123.8502785,0
82.62687766,63.59205849,105.1626822,0
95.27959002,61.11510151,113.7928482,0
81.07952217,60.05243991,121.6895502,0
85.28320264,52.99971731,120.700226,0
89.21360254,68.19978341,139.2052803,0
74.84707626,57.48321631,143.1218579,1
91.23235897,62.66813212,107.1587269,0
101.3712179,52.72719297,121.6690278,1
83.27186648,59.04737405,130.1137246,0
73.70935578,61.45687228,142.745212,1
84.33398973,61.63537609,130.7773545,0
62.75615891,60.77324272,124.363701,0
88.36903264,62.47261246,129.998138,0
89.52274378,54.34739772,130.1065325,0
101.7563629,60.98686303,106.0842856,1
83.06005207,60.56878842,122.8919819,0
89.08485338,61.15836342,141.8874149,1
76.38711898,60.36172609,116.8896485,0
81.43572879,53.63393613,121.9416996,0
69.74814563,53.41100124,116.3622533,0
83.05210379,48.92865907,85.29210757,0
81.94690846,64.08767255,120.3088527,0
87.99199766,64.13828755,124.526879,0
78.7640312,64.21775146,112.3125991,0
85.83345351,61.53394981,102.6804458,0
81.66619944,49.33440391,106.7909031,0
81.68500612,54.86644754,131.4628142,0
85.80362326,60.85207709,149.5878716,1
85.40522942,60.67759001,140.7365001,1
92.61174039,58.88625893,99.83480993,0
83.79356966,61.84458601,132.8194097,0
81.50114651,60.05825854,110.0525644,0
83.19192555,60.60385233,111.2659941,0
77.85335883,56.80467334,113.070366,0
81.40088906,64.91005493,130.5910042,0
105.3115871,57.84614196,134.3888006,1
75.87321239,53.34675458,118.5295339,0
82.21343666,56.14500494,118.7839389,0
81.12511337,58.25766904,126.9639561,0
82.52828388,64.97001394,128.5199181,0
81.68760691,59.78866001,137.6433856,0
87.79240101,59.06925891,100.7344204,0
67.89824899,53.75668288,120.3004101,0
95.37171473,63.92741295,103.9796344,0
91.325828,56.74023923,119.2358658,0
72.57128414,59.49986071,116.6073707,0
62.30922727,67.40091538,119.2987582,0
75.22927854,62.54381666,108.0038567,0
82.57333539,51.85872976,97.6906531,0
110.802919,51.15244882,88.5834371,1
90.43256965,59.67844775,118.0322977,0
66.92410351,53.93629693,113.5349834,0
78.10344495,63.24273374,109.860935,0
84.46787564,60.21131532,139.8382269,0
87.53683554,60.82692385,107.1084272,0
71.8525114,56.46628409,141.2525112,1
83.65009772,68.70691828,144.3576562,1
77.82360862,74.21296864,90.736493,1
73.96241437,58.60707638,121.3857219,0
87.59595647,61.76519624,114.0045526,0
92.73877173,60.48708672,76.32294083,0
93.41041277,58.70156568,98.3303812,0
90.74386351,55.83964766,131.6240416,0
80.02630467,54.57516006,150.2879888,1
92.14549761,54.32201367,133.5401721,0
88.09054438,62.02620013,124.8544871,0
86.33941883,57.40162761,119.6800143,0
78.88306878,47.10853575,145.2399437,1
80.03123873,62.2242911,152.223588,1
85.73886936,59.80869359,111.1973598,0
109.3987447,66.73336501,90.0002016,1
88.0124248,61.86561199,88.52718805,0
78.88811498,52.60663202,139.8282149,0
76.67610555,48.8516168,119.2941219,0
80.08233387,56.40263808,122.7486287,0
106.7729345,56.8744629,93.14023511,1
81.00743354,64.71579601,108.7021663,0
94.06870535,59.95564534,115.5677878,0
81.24071755,65.66844249,123.1175758,0
87.61184541,53.37583472,114.0211194,0
92.91745274,64.82632192,104.440107,0
79.2809715,63.60494577,108.2314951,0
78.58888346,49.90882944,138.1248493,0
101.5886969,66.61308921,123.6717693,1
94.84592895,60.46729246,129.1823521,0
92.90672319,61.96022252,106.5168928,0
92.87276293,55.67551944,75.69264772,0
89.59575488,66.37623506,112.1534354,0
105.1777581,54.07073835,107.0014417,1
85.43908302,64.16046009,125.235184,0
90.77262367,64.10303738,169.2858557,1
70.49087071,55.12916286,130.4274903,0
76.75039313,69.916868,161.0394024,1
72.99181,61.1576424,128.5315454,0
97.74063584,63.26946305,110.5517064,0
59.47459848,52.36439602,125.2187412,0
80.97689977,70.58865002,146.709579,1
55.06293397,53.8772153,147.4434389,1
76.68712105,65.12443216,111.3699395,0
80.0905105,55.02614141,123.7977554,0
98.84871094,56.90505599,98.5609968,0
88.96627939,63.94377022,132.3700294,0
76.66858477,65.13776357,143.3003205,1
95.6596372,53.64357875,120.5969918,0
85.17832255,65.45236085,109.9892392,0
85.37566859,65.22490248,125.4019643,0
72.97328492,55.31023296,126.2618855,0
75.09986286,67.99323797,121.2171575,0
76.749027,52.71571186,122.6807269,0
85.46461273,56.87613709,117.3927772,0
85.77885727,62.39501312,134.9393239,0
100.4409266,55.73216858,131.0434117,1
88.85055168,61.31909543,105.2534528,0
57.92434306,61.20538039,104.841141,0
87.62641988,59.06462865,116.1843837,0
70.49983644,64.16200269,131.0525569,0
75.34029075,58.85819604,122.2208612,0
76.87830528,61.15770534,110.3527438,0
78.36661676,65.73235939,123.922779,0
71.24850608,63.95343105,115.0378422,0
87.03482003,63.93008645,133.2072969,0
70.89197715,54.25410199,124.9958765,0
88.56667607,62.62396288,115.2708272,0
107.3697108,55.60750605,123.4727816,1
71.70640941,53.5929251,139.7257209,0
82.15489696,59.64146827,111.4555489,0
59.76542637,55.47852407,126.0398547,0
81.99064707,63.95308859,118.9430949,0
91.42717153,64.0726773,126.4047553,0
92.20639231,50.48686882,110.1815259,0
85.7736373,55.8584873,121.6550315,0
93.89263425,52.70106664,136.6173492,0
110.4605454,57.68685362,105.9448953,1
102.1230469,62.27587835,100.0589235,1
79.77479071,58.78855951,100.6281665,0
70.48896014,57.0512038,102.440062,0
80.93848583,66.50088263,128.9298493,0
75.53017234,48.47571414,98.91210471,0
89.51347548,66.18435947,115.5315698,0
73.18806461,57.27855853,129.2743395,0
84.27177567,59.60945495,126.2498859,0
93.38014055,57.36318331,114.2166153,0
83.99304127,67.71444053,122.863856,0
75.53686177,53.84510752,121.6071799,0
96.74814058,60.05868185,116.6363857,0
66.21019055,62.63719326,116.8374792,0
81.72204944,51.94498616,153.5314115,1
84.58339977,55.40050915,132.1396636,0
85.15908658,59.25910733,157.2097638,1
86.80496056,55.56667483,112.545553,0
91.1043982,55.92204114,118.725501,0
84.64592561,58.25068668,100.0181135,0
81.31941718,63.24790666,107.856498,0
80.92410655,58.28641112,148.5286972,1
78.88484198,65.39213097,112.1694857,0
92.87543324,55.01121109,148.7892195,1
78.53471521,53.7403887,101.3495661,0
93.46771109,69.63172703,104.1979645,0
85.18999082,56.71020936,114.8815317,0
79.78745193,53.44543996,119.0437512,0
91.18407216,51.28973029,133.8463094,0
77.72546075,65.37551727,126.7615563,0
91.38184041,58.29347743,113.7552711,0
87.12726121,58.73145132,118.0002629,0
79.03675311,59.20399144,115.2140562,0
90.28634815,65.06471442,106.280194,0
90.46589726,59.10235083,106.680556,0
96.57519606,71.72026889,135.4182584,1
94.66147012,60.66880287,92.57752608,0
89.91274021,65.30892383,144.2603805,1
73.72409049,64.02619929,114.8550866,0
109.4858699,59.8177634,108.4123709,1
70.96383789,57.06514507,131.0963894,0
94.49263174,61.65981964,142.2782488,1
89.31283817,62.55049366,136.7644866,0
73.25857628,57.13706976,127.5277807,0
83.75699061,60.83169433,136.3029523,0
84.21247114,66.18102489,94.25253634,0
98.05582716,70.3497387,112.1725419,1
77.866891,64.2718466,106.3324491,0
82.38054994,69.31379843,138.369581,0
61.63930395,56.85312894,114.2478297,0
102.3476279,63.50941126,132.6810984,1
74.29531757,66.69259754,128.0378541,0
88.26910864,55.51833334,107.065396,0
83.9859217,57.57204944,111.1956269,0
84.01999033,68.68952381,139.4072654,0
93.09861985,55.12450572,108.3677603,0
101.7126246,53.29434984,121.8730142,1
87.5149367,67.63990787,108.2618807,0
91.55078018,65.98381612,115.2907172,0
88.28891537,62.16060122,119.3075708,0
95.17531424,59.77144623,108.2570023,0
80.37083621,57.80737747,105.5932957,0
95.75390554,61.40974437,124.2941001,0
96.10499866,67.89903479,107.3289389,0
95.82537009,61.19283063,107.8401367,0
78.39852133,70.83479634,105.9142028,1
83.31662366,55.51029007,118.8313793,0
87.39466989,59.90159623,134.1555245,0
71.29157955,58.13470666,142.5979295,1
100.9492021,54.57429228,109.1112287,1
84.87723466,59.23458133,152.2546619,1
87.83927888,62.08664651,104.9294271,0
79.2299556,62.6211509,136.2532278,0
71.73122441,70.85226089,109.1745532,1
78.95970115,62.32233735,106.936151,0
87.19204188,65.75068402,108.8286576,0
91.73428813,60.33047123,119.2132845,0
86.61791541,68.390278,128.6995826,0
88.46724016,71.99224643,130.0480206,1
81.62973625,62.65542565,105.8402248,0
89.96248566,55.03670492,105.1551107,0
99.82832866,57.25597489,106.2504196,0
92.04789442,61.40967152,118.329684,0
93.09541888,62.28249018,116.8476659,0
87.94016399,63.49212567,105.7473681,0
69.9684493,62.30098841,124.0440554,0
74.55333469,60.03492458,153.9385321,1
89.54875801,56.81900779,112.4292681,0
84.89060948,62.00569131,113.4973227,0
89.39842886,69.27493679,128.3949236,0
101.7642342,65.09964303,111.6177556,1
92.26035999,62.67351975,130.0344672,0
97.58886206,65.14783462,109.2218594,0
85.94681389,58.14467986,147.4817941,1
76.92784323,57.45867427,125.1716246,0
84.42133841,56.26107448,110.6996558,0
76.95248186,59.37356689,111.1696245,0
100.5829496,57.88997052,112.2930037,1
92.90391077,66.0413737,140.591245,1
90.20512497,57.62338291,100.9687349,0
97.35943202,55.98639142,109.9808749,0
64.79943585,69.71288589,111.5750916,0
90.88137951,57.74312384,119.7646805,0
71.89354216,60.76764229,115.9333546,0
84.92744302,62.25661412,97.63158253,0
81.88292408,54.31653441,114.0026597,0
91.61736612,66.17741885,118.5067398,0
87.28187289,63.1855952,110.5785325,0
98.45117174,67.79192006,130.3016323,0
78.98102839,56.60389031,133.7911264,0
92.0911439,60.49562896,118.8241995,0
86.62223217,60.19677877,123.4581238,0
68.6470973,61.31944247,87.58416004,0
75.81383541,52.72692626,113.6834584,0
83.50121966,60.55418189,135.0723254,0
96.1229245,52.86768044,113.6484513,0
89.63723058,61.79167036,108.9410749,0
73.32499176,49.35675438,154.1653339,1
83.59683772,50.74206583,147.2861579,1
105.1780645,64.09274358,127.0136237,1
86.11223335,57.26580772,137.0836592,0
81.72674425,55.06070963,86.61096873,0
89.91739641,66.35422811,108.1867284,0
92.6339308,61.63813109,112.9506319,0
80.43831653,64.36045098,116.4602985,0
90.02574774,59.16878964,112.6508397,0
81.71110503,73.39814347,81.74960563,1
92.19327602,56.9774307,125.7903693,0
86.69693158,68.72247775,128.1548119,0
89.81967827,59.6931698,144.0284819,1
77.40816454,51.72744803,108.175361,0
76.78713616,62.41424373,106.9475526,0
94.45497305,61.57381281,79.80023271,0
84.20603619,54.74339093,115.5964975,0
87.85034742,55.38890361,133.5166767,0
81.93604573,59.87651178,110.8234821,0
93.98726774,61.74873908,152.1516723,1
78.9219002,47.64668359,116.1510775,0
83.6439876,65.26560726,122.2048843,0
92.85992813,57.52751013,99.55345379,0
96.72967699,53.34126258,124.3083052,0
79.76240709,64.70533276,90.31020308,0
104.5968398,59.8819101,130.4054693,1
88.13241694,66.08082888,130.8664226,0
74.57071738,62.18976131,140.3893714,1
88.69052049,59.99242749,104.7004692,0
81.17000786,59.23635028,122.4084318,0
89.34068487,62.4135638,128.4572484,0
84.57143752,57.93234371,126.6342246,0
85.7427369,55.73713706,107.0205109,0
75.88406623,63.04954561,84.12027166,0
94.90061231,59.27756079,125.2044045,0
73.43872633,60.16783824,117.7125048,0
73.91235105,65.44689918,111.4999411,0
88.67360349,59.43061696,131.4591805,0
101.0284425,60.07516963,119.3262069,1
81.47406903,57.00175244,100.2120742,0
92.00972323,62.15369967,91.02821566,0
95.73340177,61.74913956,103.065551,0
93.14684437,64.50387566,155.8951844,1
81.88791711,57.10435581,130.8416516,0
74.08953283,57.71091515,122.8291851,0
62.92452434,63.960687,117.2750861,0
82.37159501,61.26106502,116.2891059,0
96.78087369,55.46890937,137.5079398,0
73.75834015,66.53277034,112.6410639,0
92.00209848,51.50774716,128.6538062,0
75.4984747,63.92142377,114.7735807,0
86.06072576,53.67393982,149.1023495,1
92.07791614,69.42894258,131.1343276,0
78.40504563,52.27700137,138.6833522,0
86.70484681,65.76125326,111.2338534,0
80.84908663,59.5918282,135.8720417,0
92.05148659,58.16698715,115.3113386,0
87.35317168,60.92698328,121.6505224,0
85.56507674,63.1595017,144.5257151,1
100.5834996,55.47799749,104.3583741,1
91.62306142,55.92106137,123.048716,0
78.09648134,63.24802433,126.5700789,0
84.14136099,51.46328523,127.8000657,0
84.24101215,57.07885453,113.2382326,0
85.80319573,75.20343477,151.2939615,1
110.2450928,55.15993518,100.5760217,1
88.70851893,65.73901396,141.8832808,1
64.6409743,57.07024616,138.2259841,0
79.57201028,62.54522572,148.5133318,1
65.67627913,63.27177845,96.17659352,0
81.70201743,65.64478368,106.9675277,0
65.1268977,58.99873087,142.3791459,1
76.28409529,69.94442319,91.84441268,0
69.7927847,57.05331718,95.90311648,0
88.84160178,61.17110207,112.6753832,0
85.00539363,61.22638466,122.8799068,0
88.02962307,54.3901594,143.8833761,1
83.95448611,58.57063873,117.2210113,0
71.0570225,60.8075675,110.8764128,0
90.13521369,57.83939478,124.6708491,0
104.2222456,72.20461983,127.0439472,1
89.09212579,55.80688163,126.6185973,0
80.74075401,65.89712234,117.3302069,0
70.71932824,64.28229907,90.67370829,0
75.91933029,59.93068933,106.2357602,0
89.53039657,55.67395473,141.3040663,1
95.73118027,56.1587234,122.8060341,0
87.60866175,57.4101635,115.1621682,0
92.9988729,51.07129359,136.7725282,0
92.07678244,54.98267287,103.0482505,0
90.06534391,52.58761742,116.619778,0
78.41526405,66.72937502,122.0663761,0
86.73923512,63.09231196,113.3793375,0
76.51622196,63.92987049,121.5114423,0
85.17428953,62.94415976,117.184591,0
88.30863531,60.83483812,99.00985428,0
101.7878381,67.30340166,122.7221682,1
71.90268026,56.94618672,100.0747231,0
89.81507631,60.53334828,122.4842269,0
99.81236592,63.73529414,140.6120374,1
92.58847766,53.39395384,115.784652,0
93.32945443,75.48294448,102.4277531,1
90.87694902,60.14282881,118.0951828,0
97.9833449,60.70994725,107.5204334,0
74.12521832,66.28439016,128.917635,0
71.14073334,64.57477667,117.7801688,0
84.9366586,60.1903901,145.6464488,1
63.38837896,60.65064719,137.4448439,0
97.30645804,52.47925735,117.7037924,0
97.20715195,57.21767111,130.734136,0
80.66649445,62.58605108,114.1014539,0
81.29229403,62.2194642,120.5093533,0
84.27652525,66.10582875,114.5784871,0
85.5202065,59.39749471,131.4968394,0
86.27173919,53.06356743,141.4948242,1
90.58232107,65.28365215,131.9797231,0
83.27373647,67.18044673,133.829049,0
94.43193303,64.49122286,133.8455016,0
89.45947777,59.18183165,128.2688388,0
78.93036554,65.22193026,102.9107076,0
98.35112668,77.14455239,145.5145728,1
71.41743014,60.57576157,147.0661624,1
84.07834189,53.44131654,116.491806,0
94.66917401,57.06857475,114.4395313,0
77.76926895,63.12738,129.1861748,0
88.09555647,51.97597845,128.2621925,0
90.43339597,60.84701537,116.970809,0
76.39476132,61.90168325,101.2496152,0
84.2752228,67.6756087,124.5855179,0
83.4349617,66.55097428,128.2715481,0
79.48262148,64.32292396,130.8873172,0
108.0167485,49.18660495,125.2393916,1
77.36893647,64.60526564,115.9332728,0
95.04930294,63.52756693,134.9100306,0
81.07198983,61.27972189,120.9877275,0
74.13363811,51.34888937,113.0261548,0
86.02814243,56.11613045,117.2901993,0
91.49093384,54.16588615,93.81046451,0
94.20509575,49.9249578,117.2663726,0
100.6226511,59.98542424,130.3265478,1
114.4524629,56.01088939,125.0967453,1
87.50514204,73.1265279,142.8099626,1
78.36907826,59.1561403,116.0553763,0
89.52874327,66.46876578,127.3096974,0
82.3378705,52.15450488,131.8911026,0
94.2596613,57.34955207,155.1428551,1
72.02835704,60.48448938,122.1714824,0
108.6833454,55.45923026,104.3371923,1
93.56048095,57.88899658,132.7189313,0
68.15995982,58.91024547,147.9859103,1
77.90971098,58.83046007,115.1617693,0
93.16081044,69.27559287,132.6162231,0
96.76344056,61.89113143,138.4309208,0
72.27762373,62.39755281,135.2559832,0
92.1302585,62.69827387,121.8833778,0
65.52660127,63.06313189,109.5228936,0
84.10664135,59.58556508,118.7808068,0
96.12046842,58.39626814,126.8790068,0
79.4848427,60.8340803,133.6233379,0
69.93077701,65.78401974,125.0091757,0
86.46214796,65.63119094,114.3013805,0
78.95281133,58.79800762,128.3306948,0
91.29558366,63.83921847,132.901276,0
76.14673568,59.02707668,125.6941508,0
77.2736311,60.16935275,107.4571933,0
64.78997679,57.63238309,117.2789095,0
86.69944711,59.09177431,134.2173116,0
83.39095062,66.70665035,99.25473287,0
73.11615329,60.46210574,88.60232966,0
86.93798714,60.67641254,142.6212428,1
95.27070301,52.7639111,127.6712288,0
82.84432057,58.45378046,129.10095,0
87.6816695,58.79342548,103.8477454,0
87.7331125,55.85428257,131.062921,0
72.95670173,60.10832706,124.1287303,0
105.5658582,57.85408855,96.23508633,1
80.2915017,60.39997928,141.3642512,1
91.56116202,60.60751505,122.3802499,0
92.69215277,55.22122821,114.0587405,0
83.60404873,58.00649109,114.3301538,0
91.06795025,60.38687141,89.77167142,0
87.45819222,65.92149716,128.900049,0
70.82360243,61.28359586,123.9278581,0
81.67727299,56.6903241,117.088798,0
78.87449098,61.9950238,139.1772781,0
80.38254959,68.53774445,99.24211472,0
71.95996822,64.58353236,111.0484129,0
96.26433717,62.73763265,107.2498762,0
101.0199265,63.62795088,115.8180753,1
94.78002976,67.19977021,121.0120504,0
97.70529224,65.37813397,126.4502029,0
81.55365163,62.83380191,114.7953982,0
78.63743165,65.3432111,106.839664,0
77.21412953,54.59174452,145.2901042,1
91.44064923,52.48867374,156.1746029,1
87.27063053,60.78549325,122.1493001,0
84.22778288,60.34340355,108.6482945,0
97.95148544,57.28044973,142.131812,1
89.04941354,64.12926335,98.29864341,0
76.61342362,50.68568207,114.9784001,0
78.19091171,57.32613872,109.5582442,0
91.81993299,57.57522228,102.6069667,0
95.41732853,51.81849107,115.7996365,0
90.51680232,67.47365504,107.0374188,0
103.9688875,53.20399366,120.189817,1
101.3500717,57.05829971,120.4076575,1
89.41035835,64.53989879,110.6800241,0
76.61419341,63.23022672,114.4422997,0
71.90012488,54.45912652,116.5372655,0
81.12618255,63.41244605,132.1476909,0
92.53213446,61.44892239,117.773559,0
103.2664708,71.66517781,132.3705261,1
89.17447034,62.01970208,128.7871948,0
96.68722794,59.29379089,128.5729605,0
82.54692514,55.71749021,140.8176896,1
91.22769125,56.27878317,103.2091368,0
93.23356829,55.87115452,112.9022534,0
65.20405724,66.85549407,146.449482,1
80.86561198,60.08984958,116.1402525,0
94.49700384,62.82623562,77.77314465,0
87.74468336,67.571238,116.9554749,0
73.03484952,48.20767929,122.024093,0
60.69877624,66.39436882,80.74330324,0
81.34219255,60.27698456,140.0090346,1
84.28414307,62.17524186,109.294313,0
76.1607705,55.85798389,124.9284467,0
86.43084937,56.22437801,116.6102768,0
90.06386747,62.44422945,100.6747287,0
91.70687171,71.922989,103.942378,1
61.44081075,65.01656656,105.9737575,0
71.85714902,66.32761461,136.2850786,0
81.95377352,59.03999365,117.7869272,0
90.72173131,56.99897888,112.1720173,0
89.89234014,56.09597524,105.9808663,0
